,zip_code,week_number,week_start,week_end,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,percent_tested_positive_weekly,percent_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,population,row_id,zip_code_location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative
554,60629,50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,3964,72873,3544,65152.4,0.21,0.199,12,180,10.7,160.9,111850,60629-2020-50,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",58,64,21867,293,6,687,12805,614.2,11448.4
555,60616,30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,662,10157,1215.5,18649,0.041,0.06,1,35,1.8,64.3,54464,60616-2020-30,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,23,591,42.2,1085.1
556,60616,31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,835,10992,1533.1,20182.1,0.026,0.058,0,35,0,64.3,54464,60616-2020-31,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,20,611,36.7,1121.8
557,60616,32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,706,11698,1296.3,21478.4,0.044,0.057,1,36,1.8,66.1,54464,60616-2020-32,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,24,635,44.1,1165.9
558,60617,26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,998,10279,1209.2,12454.3,0.055,0.129,1,64,1.2,77.5,82534,60617-2020-26,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,43,1230,52.1,1490.3
559,60616,33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1027,12725,1885.6,23364.1,0.038,0.055,0,36,0,66.1,54464,60616-2020-33,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,25,660,45.9,1211.8
560,60616,34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1105,13830,2028.9,25392.9,0.034,0.054,1,37,1.8,67.9,54464,60616-2020-34,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,39,699,71.6,1283.4
561,60617,22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,999,6755,1210.4,8184.5,0.078,0.164,7,52,8.5,63,82534,60617-2020-22,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,69,1079,83.6,1307.3
562,60617,23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,712,7467,862.7,9047.2,0.069,0.155,8,60,9.7,72.7,82534,60617-2020-23,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,35,1114,42.4,1349.7
563,60631,47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,1540,22304,5215.2,75532.5,0.136,0.078,2,50,6.8,169.3,29529,60631-2020-47,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,195,1572,660.4,5323.6
564,60631,48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,1224,23528,4145.1,79677.6,0.132,0.081,4,54,13.5,182.9,29529,60631-2020-48,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,130,1702,440.2,5763.8
565,60631,49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,1359,24887,4602.3,84279.9,0.107,0.083,5,59,16.9,199.8,29529,60631-2020-49,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,130,1832,440.2,6204.1
566,60619,17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,601,1904,981.1,3108.2,0.216,0.272,5,31,8.2,50.6,61258,60619-2020-17,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,120,549,195.9,896.2
567,60619,19,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,681,3158,1111.7,5155.2,0.117,0.218,5,43,8.2,70.2,61258,60619-2020-19,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,71,702,115.9,1146
568,60617,24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,925,8392,1120.8,10167.9,0.065,0.145,2,62,2.4,75.1,82534,60617-2020-24,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,41,1155,49.7,1399.4
569,60619,25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,797,8709,1301.1,14216.9,0.031,0.112,2,62,3.3,101.2,61258,60619-2020-25,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,22,944,35.9,1541
570,60616,39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,1468,19531,2695.4,35860.4,0.022,0.047,1,41,1.8,75.3,54464,60616-2020-39,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,28,844,51.4,1549.6
571,60616,41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,1892,22771,3473.9,41809.3,0.023,0.043,0,42,0,77.1,54464,60616-2020-41,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,38,910,69.8,1670.8
572,60619,26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,919,9628,1500.2,15717.1,0.034,0.105,1,63,1.6,102.8,61258,60619-2020-26,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,30,974,49,1590
573,60619,27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,920,10548,1501.8,17219,0.038,0.099,1,64,1.6,104.5,61258,60619-2020-27,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,32,1006,52.2,1642.2
574,60619,29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,974,12555,1590,20495.3,0.041,0.09,0,64,0,104.5,61258,60619-2020-29,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,36,1096,58.8,1789.2
575,60619,30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,935,13490,1526.3,22021.6,0.053,0.088,0,64,0,104.5,61258,60619-2020-30,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,43,1139,70.2,1859.3
576,60619,22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,1005,6488,1640.6,10591.3,0.054,0.137,1,57,1.6,93,61258,60619-2020-22,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,47,870,76.7,1420.2
577,60619,23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,600,7088,979.5,11570.7,0.057,0.13,0,57,0,93,61258,60619-2020-23,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,26,896,42.4,1462.7
578,60619,24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,824,7912,1345.1,12915.9,0.036,0.12,3,60,4.9,97.9,61258,60619-2020-24,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,26,922,42.4,1505.1
579,60628,11,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,1526,59402,2287,89026.4,0.045,0.079,0,190,0,284.8,66724,60628-2021-11,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,59,4547,88.4,6814.6
580,60619,31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,1005,14495,1640.6,23662.2,0.053,0.085,1,65,1.6,106.1,61258,60619-2020-31,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,45,1184,73.5,1932.8
581,60619,32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,1010,15505,1648.8,25311,0.046,0.083,0,65,0,106.1,61258,60619-2020-32,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,32,1216,52.2,1985
582,60619,33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1093,16598,1784.3,27095.2,0.04,0.08,0,65,0,106.1,61258,60619-2020-33,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,33,1249,53.9,2038.9
583,60628,30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,1078,12993,1615.6,19472.8,0.054,0.103,1,110,1.5,164.9,66724,60628-2020-30,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,55,1366,82.4,2047.2
584,60628,31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,1007,14000,1509.2,20982,0.046,0.099,1,111,1.5,166.4,66724,60628-2020-31,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,41,1407,61.4,2108.7
585,60628,32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,1119,15119,1677.1,22659,0.055,0.096,1,112,1.5,167.9,66724,60628-2020-32,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,55,1462,82.4,2191.1
586,60628,33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1064,16183,1594.6,24253.6,0.039,0.092,0,112,0,167.9,66724,60628-2020-33,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,35,1497,52.5,2243.6
587,60628,34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1123,17306,1683.1,25936.7,0.051,0.089,1,113,1.5,169.4,66724,60628-2020-34,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",19,45,21861,237,43,50,1547,74.9,2318.5
588,60629,34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1857,26656,1660.3,23831.9,0.125,0.178,0,108,0,96.6,111850,60629-2020-34,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",58,64,21867,293,6,186,4566,166.3,4082.3
589,60629,35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,1954,28610,1747,25578.9,0.116,0.174,1,109,0.9,97.5,111850,60629-2020-35,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",58,64,21867,293,6,186,4752,166.3,4248.5
590,60616,42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,1509,24280,2770.6,44579.9,0.05,0.044,0,42,0,77.1,54464,60616-2020-42,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,76,986,139.5,1810.4
591,60616,43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,1918,26198,3521.6,48101.5,0.069,0.046,0,42,0,77.1,54464,60616-2020-43,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,129,1115,236.9,2047.2
592,60616,44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,2233,28431,4100,52201.5,0.069,0.048,0,42,0,77.1,54464,60616-2020-44,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,134,1249,246,2293.3
593,60616,45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,2279,30710,4184.4,56385.9,0.099,0.051,3,45,5.5,82.6,54464,60616-2020-45,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,214,1463,392.9,2686.2
594,60616,47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,2919,36076,5359.5,66238.2,0.081,0.057,2,48,3.7,88.1,54464,60616-2020-47,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,190,1869,348.9,3431.6
595,60616,48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,2090,38166,3837.4,70075.6,0.072,0.058,0,48,0,88.1,54464,60616-2020-48,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,124,1993,227.7,3659.3
596,60616,49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,2506,40672,4601.2,74676.9,0.077,0.059,5,53,9.2,97.3,54464,60616-2020-49,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,169,2162,310.3,3969.6
597,60631,10,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,1063,41060,3599.9,139049.7,0.036,0.077,0,89,0,301.4,29529,60631-2021-10,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,35,2803,118.5,9492.4
598,60631,2,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,1120,32439,3792.9,109854.7,0.105,0.086,5,81,16.9,274.3,29529,60631-2021-2,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,108,2477,365.7,8388.4
599,60631,3,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,1442,33881,4883.3,114738.1,0.059,0.084,0,81,0,274.3,29529,60631-2021-3,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,75,2552,254,8642.4
600,60631,4,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,1156,35037,3914.8,118652.8,0.074,0.084,1,82,3.4,277.7,29529,60631-2021-4,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,72,2624,243.8,8886.2
601,60619,39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,859,22028,1402.3,35959.4,0.035,0.068,1,68,1.6,111,61258,60619-2020-39,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,26,1415,42.4,2309.9
602,60619,40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,1112,23140,1815.3,37774.7,0.039,0.067,1,69,1.6,112.6,61258,60619-2020-40,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,38,1453,62,2371.9
603,60619,41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,1094,24234,1785.9,39560.5,0.049,0.066,2,71,3.3,115.9,61258,60619-2020-41,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,44,1497,71.8,2443.8
604,60619,42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,1096,25330,1789.2,41349.7,0.06,0.066,1,72,1.6,117.5,61258,60619-2020-42,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,61,1558,99.6,2543.3
605,60619,43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,1288,26618,2102.6,43452.3,0.069,0.066,0,72,0,117.5,61258,60619-2020-43,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,88,1646,143.7,2687
606,60631,1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,1280,31319,4334.7,106061.8,0.101,0.085,1,76,3.4,257.4,29529,60631-2021-1,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,121,2369,409.8,8022.6
607,60619,45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,1573,29608,2567.8,48333.3,0.131,0.071,3,76,4.9,124.1,61258,60619-2020-45,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,203,1979,331.4,3230.6
608,60616,50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,2260,42932,4149.5,78826.4,0.063,0.059,1,54,1.8,99.1,54464,60616-2020-50,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,128,2290,235,4204.6
609,60616,52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,1783,46800,3273.7,85928.3,0.09,0.063,7,63,12.9,115.7,54464,60616-2020-52,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,130,2631,238.7,4830.7
610,60616,53,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,1683,48483,3090.1,89018.4,0.097,0.064,7,70,12.9,128.5,54464,60616-2020-53,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,129,2760,236.9,5067.6
611,60616,1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,1989,50472,3652,92670.4,0.084,0.065,7,77,12.9,141.4,54464,60616-2021-1,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,141,2901,258.9,5326.5
612,60616,2,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,2119,52591,3890.6,96561,0.055,0.064,4,81,7.3,148.7,54464,60616-2021-2,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,90,2991,165.2,5491.7
613,60616,3,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,1809,54400,3321.5,99882.5,0.056,0.064,2,83,3.7,152.4,54464,60616-2021-3,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,93,3084,170.8,5662.5
614,60616,5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,1237,57276,2271.2,105163,0.05,0.063,1,86,1.8,157.9,54464,60616-2021-5,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,54,3198,99.1,5871.8
615,60616,9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,1176,62437,2159.2,114639,0.026,0.06,1,88,1.8,161.6,54464,60616-2021-9,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,29,3313,53.2,6082.9
616,60617,28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,1497,12970,1813.8,15714.7,0.053,0.112,1,65,1.2,78.8,82534,60617-2020-28,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,66,1339,80,1622.4
617,60617,30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,1275,16142,1544.8,19558,0.084,0.103,3,68,3.6,82.4,82534,60617-2020-30,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,92,1526,111.5,1848.9
618,60617,31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,1655,17797,2005.2,21563.2,0.089,0.102,1,69,1.2,83.6,82534,60617-2020-31,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,123,1649,149,1998
619,60617,32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,1230,19027,1490.3,23053.5,0.083,0.101,4,73,4.8,88.4,82534,60617-2020-32,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,73,1722,88.4,2086.4
620,60617,33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1474,20501,1785.9,24839.5,0.066,0.098,1,74,1.2,89.7,82534,60617-2020-33,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,81,1803,98.1,2184.6
621,60617,34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1435,21936,1738.7,26578.1,0.067,0.096,1,75,1.2,90.9,82534,60617-2020-34,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,85,1888,103,2287.5
622,60619,49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,1881,36971,3070.6,60352.9,0.104,0.08,3,84,4.9,137.1,61258,60619-2020-49,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,178,2750,290.6,4489.2
623,60621,10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,0,0,0,0,0.000,0.000,0,0,0.0,0.0,29042,60621-2020-10,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",11,66,21559,435,4,,,,
624,60631,5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,1063,36100,3599.9,122252.7,0.034,0.083,2,84,6.8,284.5,29529,60631-2021-5,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,28,2652,94.8,8981
625,60631,6,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,1150,37250,3894.5,126147.2,0.036,0.081,1,85,3.4,287.9,29529,60631-2021-6,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,35,2687,118.5,9099.5
626,60631,7,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,899,38149,3044.5,129191.6,0.032,0.08,0,85,0,287.9,29529,60631-2021-7,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,20,2707,67.7,9167.3
627,60631,8,2021-02-21T00:00:00.000,2021-02-27T00:00:00.000,992,39141,3359.4,132551.1,0.041,0.079,2,87,6.8,294.6,29529,60631-2021-8,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,40,2747,135.5,9302.7
628,60631,9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,856,39997,2898.8,135449.9,0.035,0.078,2,89,6.8,301.4,29529,60631-2021-9,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,21,2768,71.1,9373.8
629,60617,35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,1322,23258,1601.8,28179.9,0.079,0.095,1,76,1.2,92.1,82534,60617-2020-35,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,80,1968,96.9,2384.5
630,60617,36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,1072,24330,1298.9,29478.8,0.076,0.094,2,78,2.4,94.5,82534,60617-2020-36,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,68,2036,82.4,2466.9
631,60632,27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,819,12572,899.6,13809.5,0.088,0.277,3,92,3.3,101.1,91039,60632-2020-27,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",56,55,22248,640,8,50,3342,54.9,3671
632,60632,28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,1129,13701,1240.1,15049.6,0.067,0.26,0,92,0,101.1,91039,60632-2020-28,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",56,55,22248,640,8,59,3401,64.8,3735.8
633,60632,29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,1176,14877,1291.8,16341.3,0.059,0.244,2,94,2.2,103.3,91039,60632-2020-29,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",56,55,22248,640,8,57,3458,62.6,3798.4
634,60617,37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,957,25287,1159.5,30638.3,0.062,0.093,1,79,1.2,95.7,82534,60617-2020-37,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,42,2078,50.9,2517.8
635,60617,38,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,1044,26331,1264.9,31903.2,0.07,0.092,1,80,1.2,96.9,82534,60617-2020-38,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,69,2147,83.6,2601.4
636,60617,39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,1309,27640,1586,33489.2,0.053,0.09,1,81,1.2,98.1,82534,60617-2020-39,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,57,2204,69.1,2670.4
637,60617,40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,1186,28826,1437,34926.2,0.076,0.09,1,82,1.2,99.4,82534,60617-2020-40,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,84,2288,101.8,2772.2
638,60617,42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,1681,31979,2036.7,38746.5,0.115,0.091,2,84,2.4,101.8,82534,60617-2020-42,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,173,2576,209.6,3121.1
639,60617,43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,1676,33655,2030.7,40777.1,0.116,0.092,0,84,0,101.8,82534,60617-2020-43,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,171,2747,207.2,3328.3
640,60617,45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,2270,38240,2750.4,46332.4,0.191,0.101,1,88,1.2,106.6,82534,60617-2020-45,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,404,3423,489.5,4147.4
641,60617,46,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,3003,41243,3638.5,49970.9,0.188,0.107,4,92,4.8,111.5,82534,60617-2020-46,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,523,3946,633.7,4781.1
642,60617,49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,2816,49340,3411.9,59781.4,0.173,0.118,4,102,4.8,123.6,82534,60617-2020-49,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,435,5144,527.1,6232.6
643,60617,47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,3191,44434,3866.3,53837.2,0.172,0.112,4,96,4.8,116.3,82534,60617-2020-47,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,472,4418,571.9,5352.9
644,60618,34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1937,25847,2052,27381.7,0.052,0.083,0,51,0,54,94395,60618-2020-34,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20,94,1919,99.6,2032.9
645,60618,35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,1991,27838,2109.2,29491,0.048,0.08,1,52,1.1,55.1,94395,60618-2020-35,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20,78,1997,82.6,2115.6
646,60617,51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,2375,54342,2877.6,65842,0.128,0.119,5,111,6.1,134.5,82534,60617-2020-51,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,234,5694,283.5,6899
647,60617,52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,1648,55990,1996.8,67838.7,0.118,0.119,6,117,7.3,141.8,82534,60617-2020-52,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,165,5859,199.9,7098.9
648,60617,10,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,1521,73707,1842.9,89305,0.035,0.111,1,144,1.2,174.5,82534,60617-2021-10,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,51,7105,61.8,8608.6
649,60617,53,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,1698,57688,2057.3,69896,0.149,0.12,2,119,2.4,144.2,82534,60617-2020-53,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,210,6069,254.4,7353.3
650,60617,1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,2093,59781,2535.9,72432,0.137,0.121,2,121,2.4,146.6,82534,60617-2021-1,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,246,6315,298.1,7651.4
651,60632,30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,1254,16131,1377.4,17718.8,0.096,0.232,2,96,2.2,105.4,91039,60632-2020-30,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",56,55,22248,640,8,94,3552,103.3,3901.6
