week_number,week_start,week_end,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,percent_tested_positive_weekly,percent_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,population,row_id,zip_code_location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-10,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-11,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
12,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,1,1.0,85.2,85.2,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-12,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,3,4.0,255.5,340.7,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-13,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,6,10.0,511.1,851.8,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-14,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,6,16.0,511.1,1362.9,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-15,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,3,19.0,255.5,1618.4,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-16,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,3,22.0,255.5,1873.9,0.0,0.0,0.0,0.0,0.0,0.0,1174,60603-2020-17,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,13,35.0,1107.3,2981.3,0.231,0.2,0.0,0.0,0.0,0.0,1174,60603-2020-18,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
19,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,7,42.0,596.3,3577.5,0.0,0.167,0.0,0.0,0.0,0.0,1174,60603-2020-19,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,0,0.0,0.0
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,8,50.0,681.4,4258.9,0.375,0.2,0.0,0.0,0.0,0.0,1174,60603-2020-20,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,1,5,85.2,425.9
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,14,64.0,1192.5,5451.4,0.071,0.172,0.0,0.0,0.0,0.0,1174,60603-2020-21,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,1,6,85.2,511.1
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,7,71.0,596.3,6047.7,0.0,0.155,0.0,0.0,0.0,0.0,1174,60603-2020-22,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,19,90.0,1618.4,7666.1,0.053,0.133,0.0,0.0,0.0,0.0,1174,60603-2020-23,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,10,100.0,851.8,8517.9,0.0,0.12,0.0,0.0,0.0,0.0,1174,60603-2020-24,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,14,114.0,1192.5,9710.4,0.0,0.105,0.0,0.0,0.0,0.0,1174,60603-2020-25,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,10,124.0,851.8,10562.2,0.0,0.097,0.0,0.0,0.0,0.0,1174,60603-2020-26,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,24,148.0,2044.3,12606.5,0.0,0.081,0.0,0.0,0.0,0.0,1174,60603-2020-27,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,20,168.0,1703.6,14310.1,0.0,0.071,0.0,0.0,0.0,0.0,1174,60603-2020-28,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,6,0.0,511.1
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,31,199.0,2640.5,16950.6,0.065,0.07,0.0,0.0,0.0,0.0,1174,60603-2020-29,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,2,8,170.4,681.4
30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,30,229.0,2555.4,19506.0,0.033,0.066,0.0,0.0,0.0,0.0,1174,60603-2020-30,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,1,9,85.2,766.6
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,24,253.0,2044.3,21550.3,0.0,0.059,0.0,0.0,0.0,0.0,1174,60603-2020-31,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,9,0.0,766.6
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,13,266.0,1107.3,22657.6,0.077,0.06,0.0,0.0,0.0,0.0,1174,60603-2020-32,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,1,10,85.2,851.8
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,22,288.0,1873.9,24531.5,0.0,0.056,0.0,0.0,0.0,0.0,1174,60603-2020-33,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,1,11,85.2,937.0
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,21,309.0,1788.8,26320.3,0.0,0.052,0.0,0.0,0.0,0.0,1174,60603-2020-34,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,0,11,0.0,937.0
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,73,2107.0,6218.1,179471.9,0.082,0.037,0.0,0.0,0.0,0.0,1174,60603-2021-12,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,4,72,340.7,6132.9
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-10,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,1,1.0,127.9,127.9,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-11,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
12,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,0,1.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-12,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,7,8.0,895.1,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-13,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,4,12.0,511.5,1534.5,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-14,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,1,13.0,127.9,1662.4,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-15,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,3,16.0,383.6,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,782,60604-2020-16,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,0,0.0,0.0
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,13,29.0,1662.4,3708.4,0.231,0.241,0.0,0.0,0.0,0.0,782,60604-2020-17,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,2,6,255.8,767.3
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,16,45.0,2046.0,5754.5,0.25,0.244,0.0,0.0,0.0,0.0,782,60604-2020-18,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,5,11,639.4,1406.6
19,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,15,60.0,1918.2,7672.6,0.2,0.233,0.0,0.0,0.0,0.0,782,60604-2020-19,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,2,13,255.8,1662.4
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,16,76.0,2046.0,9718.7,0.313,0.25,0.0,0.0,0.0,0.0,782,60604-2020-20,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,3,16,383.6,2046.0
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,16,92.0,2046.0,11764.7,0.188,0.239,0.0,0.0,0.0,0.0,782,60604-2020-21,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,3,19,383.6,2429.7
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,20,112.0,2557.5,14322.3,0.05,0.205,0.0,0.0,0.0,0.0,782,60604-2020-22,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,2,21,255.8,2685.4
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,13,125.0,1662.4,15984.7,0.077,0.192,0.0,0.0,0.0,0.0,782,60604-2020-23,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,22,127.9,2813.3
24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,9,134.0,1150.9,17135.5,0.111,0.187,0.0,0.0,0.0,0.0,782,60604-2020-24,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,23,127.9,2941.2
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,23,173.0,2941.2,22122.8,0.043,0.15,0.0,0.0,0.0,0.0,782,60604-2020-26,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,24,127.9,3069.1
27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,19,192.0,2429.7,24552.4,0.053,0.141,0.0,0.0,0.0,0.0,782,60604-2020-27,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,29,221.0,3708.4,28260.9,0.0,0.122,0.0,0.0,0.0,0.0,782,60604-2020-28,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,16,237.0,2046.0,30306.9,0.0,0.114,0.0,0.0,0.0,0.0,782,60604-2020-29,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,17,254.0,2173.9,32480.8,0.0,0.106,0.0,0.0,0.0,0.0,782,60604-2020-30,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,24,278.0,3069.1,35549.9,0.0,0.097,0.0,0.0,0.0,0.0,782,60604-2020-31,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,26,304.0,3324.8,38874.7,0.038,0.092,0.0,0.0,0.0,0.0,782,60604-2020-32,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,35,339.0,4475.7,43350.4,0.029,0.086,0.0,0.0,0.0,0.0,782,60604-2020-33,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,24,0.0,3069.1
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,32,371.0,4092.1,47442.5,0.094,0.086,0.0,0.0,0.0,0.0,782,60604-2020-34,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,4,28,511.5,3580.6
35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,29,400.0,3708.4,51150.9,0.172,0.093,0.0,0.0,0.0,0.0,782,60604-2020-35,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,29,127.9,3708.4
36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,25,425.0,3196.9,54347.8,0.08,0.092,0.0,0.0,0.0,0.0,782,60604-2020-36,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,30,127.9,3836.3
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,22,447.0,2813.3,57161.1,0.0,0.087,0.0,0.0,0.0,0.0,782,60604-2020-37,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,30,0.0,3836.3
38,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,27,474.0,3452.7,60613.8,0.0,0.082,0.0,0.0,0.0,0.0,782,60604-2020-38,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,30,0.0,3836.3
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,1228,17514.0,3787.1,54012.2,0.038,0.039,0.0,4.0,0.0,12.3,32426,60611-2020-42,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",6,37,21182,158,36,37,561,114.1,1730.1
43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,1603,19117.0,4943.6,58955.8,0.057,0.041,0.0,4.0,0.0,12.3,32426,60611-2020-43,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",6,37,21182,158,36,92,653,283.7,2013.8
45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,1658,22400.0,5113.2,69080.4,0.107,0.048,1.0,5.0,3.1,15.4,32426,60611-2020-45,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",6,37,21182,158,36,150,920,462.6,2837.2
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,5,7.0,12.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,41563,60615-2020-11,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,0,0,0.0,0.0
12,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,148,155.0,356.1,372.9,0.169,0.161,0.0,0.0,0.0,0.0,41563,60615-2020-12,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,25,26,60.1,62.6
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,125,280.0,300.7,673.7,0.24,0.196,1.0,1.0,2.4,2.4,41563,60615-2020-13,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,31,57,74.6,137.1
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,177,457.0,425.9,1099.5,0.22,0.206,3.0,4.0,7.2,9.6,41563,60615-2020-14,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,42,99,101.1,238.2
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,176,633.0,423.5,1523.0,0.21,0.207,0.0,4.0,0.0,9.6,41563,60615-2020-15,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,33,132,79.4,317.6
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,217,850.0,522.1,2045.1,0.203,0.206,1.0,5.0,2.4,12.0,41563,60615-2020-16,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,39,171,93.8,411.4
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,249,1099.0,599.1,2644.2,0.169,0.197,2.0,7.0,4.8,16.8,41563,60615-2020-17,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,45,216,108.3,519.7
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,264,1363.0,635.2,3279.4,0.11,0.18,3.0,10.0,7.2,24.1,41563,60615-2020-18,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",10,8,21192,147,33,28,244,67.4,587.1
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2021-9,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,49,816.0,4173.8,69506.0,0.082,0.053,0.0,0.0,0.0,0.0,1174,60603-2020-48,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",34,38,14311,367,36,4,37,340.7,3151.6
6,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2021-6,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,4,4.0,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,75995,60634-2020-10,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",52,17,22254,396,19,0,0,0.0,0.0
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,2,6.0,2.6,7.9,0.0,0.0,0.0,0.0,0.0,0.0,75995,60634-2020-11,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",52,17,22254,396,19,0,0,0.0,0.0
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,611,23017.0,4163.5,156845.0,0.052,0.045,0.0,11.0,0.0,75.0,14675,60601-2021-12,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",42,38,14309,580,36,28,999,190.8,6807.5
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,67,1990.0,5385.9,159967.8,0.03,0.057,0.0,2.0,0.0,160.8,1244,60602-2021-9,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",41,38,14310,92,36,3,97,241.2,7797.4
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,177,4276.0,5707.8,137891.0,0.119,0.076,0.0,1.0,0.0,32.2,3101,60606-2020-48,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",46,38,14914,92,36,12,170,387.0,5482.1
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,231,7568.0,7449.2,244050.3,0.048,0.063,0.0,3.0,0.0,96.7,3101,60606-2021-12,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",46,38,14914,92,36,8,293,258.0,9448.6
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,217,6864.0,6997.7,221348.0,0.018,0.066,0.0,3.0,0.0,96.7,3101,60606-2021-9,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",46,38,14914,92,36,4,274,129.0,8835.9
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,1541,54775.0,5207.7,185107.0,0.038,0.042,0.0,8.0,0.0,27.0,29591,60607-2021-12,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",44,29,14917,87,26,54,2425,182.5,8195.1
49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,41,941.0,5243.0,120332.5,0.073,0.087,0.0,0.0,0.0,0.0,782,60604-2020-49,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,1,73,127.9,9335.0
50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,57,998.0,7289.0,127621.5,0.035,0.084,0.0,0.0,0.0,0.0,782,60604-2020-50,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,2,75,255.8,9590.8
51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,75,1073.0,9590.8,137212.3,0.013,0.079,0.0,0.0,0.0,0.0,782,60604-2020-51,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",29,38,14912,92,10,0,75,0.0,9590.8
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1781,20343.0,2248.6,25684.0,0.05,0.114,1.0,77.0,1.3,97.2,79205,60608-2020-33,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,80,2230,101.0,2815.5
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,2179,37451.0,2751.1,47283.6,0.067,0.087,1.0,81.0,1.3,102.3,79205,60608-2020-42,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,130,3010,164.1,3800.3
43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,2369,39820.0,2991.0,50274.6,0.085,0.087,0.0,81.0,0.0,102.3,79205,60608-2020-43,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,182,3192,229.8,4030.0
46,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,3223,49063.0,4069.2,61944.3,0.184,0.1,1.0,85.0,1.3,107.3,79205,60608-2020-46,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,515,4464,650.2,5636.0
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,2474,54986.0,3123.5,69422.4,0.155,0.107,2.0,94.0,2.5,118.7,79205,60608-2020-48,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,305,5231,385.1,6604.4
50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,2857,60892.0,3607.1,76879.0,0.147,0.111,5.0,109.0,6.3,137.6,79205,60608-2020-50,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,330,5974,416.6,7542.5
2,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,2417,72857.0,3051.6,91985.4,0.088,0.108,2.0,125.0,2.5,157.8,79205,60608-2021-2,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,185,6869,233.6,8672.4
11,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2021-11,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
3,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,2162,75019.0,2729.6,94715.0,0.099,0.108,0.0,125.0,0.0,157.8,79205,60608-2021-3,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,167,7036,210.8,8883.3
4,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,2152,77171.0,2717.0,97432.0,0.077,0.107,2.0,127.0,2.5,160.3,79205,60608-2021-4,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,122,7158,154.0,9037.3
5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,2226,79397.0,2810.4,100242.4,0.041,0.105,1.0,128.0,1.3,161.6,79205,60608-2021-5,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,74,7232,93.4,9130.7
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,365,2320.0,935.4,5945.8,0.055,0.101,1.0,6.0,2.6,15.4,39019,60610-2020-22,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",54,37,14926,290,11,17,247,43.6,633.0
24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,437,3133.0,1120.0,8029.4,0.034,0.085,1.0,8.0,2.6,20.5,39019,60610-2020-24,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",54,37,14926,290,11,6,264,15.4,676.6
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,1942,87041.0,2451.9,109893.3,0.032,0.099,1.0,136.0,1.3,171.7,79205,60608-2021-9,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,56,7419,70.7,9366.8
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,199,541.0,323.6,879.7,0.332,0.287,2.0,5.0,3.3,8.1,61495,60609-2020-15,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,77,189,125.2,307.3
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,531,1399.0,863.5,2275.0,0.405,0.365,8.0,18.0,13.0,29.3,61495,60609-2020-17,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,218,558,354.5,907.4
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,662,2061.0,1076.5,3351.5,0.402,0.377,6.0,24.0,9.8,39.0,61495,60609-2020-18,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,302,860,491.1,1398.5
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,1023,4771.0,1663.5,7758.4,0.25,0.322,7.0,50.0,11.4,81.3,61495,60609-2020-21,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,229,1551,372.4,2522.2
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,689,6328.0,1120.4,10290.3,0.113,0.279,6.0,63.0,9.8,102.4,61495,60609-2020-23,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,54,1742,87.8,2832.8
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,862,7833.0,1401.7,12737.6,0.059,0.239,4.0,69.0,6.5,112.2,61495,60609-2020-25,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,25,1813,40.7,2948.2
