week_number,week_start,week_end,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,percent_tested_positive_weekly,percent_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,population,row_id,zip_code_location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,613,6030.0,1695.3,16676.8,0.067,0.158,0.0,28.0,0.0,77.4,36158,60624-2020-28,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,32,975,88.5,2696.5
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,582,6612.0,1609.6,18286.4,0.034,0.147,0.0,28.0,0.0,77.4,36158,60624-2020-29,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,23,998,63.6,2760.1
30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,510,7122.0,1410.5,19696.9,0.051,0.14,1.0,29.0,2.8,80.2,36158,60624-2020-30,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,23,1021,63.6,2823.7
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,525,7647.0,1452.0,21148.8,0.044,0.134,0.0,29.0,0.0,80.2,36158,60624-2020-31,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,20,1041,55.3,2879.0
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,522,8169.0,1443.7,22592.5,0.04,0.128,0.0,29.0,0.0,80.2,36158,60624-2020-32,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,17,1058,47.0,2926.0
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,709,8878.0,1960.8,24553.3,0.049,0.121,0.0,29.0,0.0,80.2,36158,60624-2020-33,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,31,1089,85.7,3011.8
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,546,9424.0,1510.0,26063.4,0.059,0.118,0.0,29.0,0.0,80.2,36158,60624-2020-34,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,34,1123,94.0,3105.8
35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,601,10025.0,1662.1,27725.5,0.038,0.113,0.0,29.0,0.0,80.2,36158,60624-2020-35,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,22,1145,60.8,3166.7
36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,656,10681.0,1814.3,29539.8,0.049,0.109,0.0,29.0,0.0,80.2,36158,60624-2020-36,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,31,1176,85.7,3252.4
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,477,11158.0,1319.2,30859.0,0.027,0.105,0.0,29.0,0.0,80.2,36158,60624-2020-37,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,13,1189,36.0,3288.3
38,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,556,11714.0,1537.7,32396.7,0.045,0.103,1.0,30.0,2.8,83.0,36158,60624-2020-38,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,29,1218,80.2,3368.5
39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,515,12229.0,1424.3,33821.0,0.05,0.1,1.0,31.0,2.8,85.7,36158,60624-2020-39,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,25,1243,69.1,3437.7
40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,564,12793.0,1559.8,35380.8,0.037,0.098,0.0,31.0,0.0,85.7,36158,60624-2020-40,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,17,1260,47.0,3484.7
41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,577,13370.0,1595.8,36976.6,0.052,0.096,0.0,31.0,0.0,85.7,36158,60624-2020-41,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,22,1282,60.8,3545.6
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,645,14015.0,1783.8,38760.4,0.067,0.094,0.0,31.0,0.0,85.7,36158,60624-2020-42,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,40,1322,110.6,3656.2
43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,720,14735.0,1991.3,40751.7,0.078,0.094,3.0,34.0,8.3,94.0,36158,60624-2020-43,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,57,1379,157.6,3813.8
44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,904,15639.0,2500.1,43251.8,0.106,0.094,1.0,35.0,2.8,96.8,36158,60624-2020-44,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,83,1462,229.5,4043.4
45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,1000,16639.0,2765.6,46017.5,0.129,0.096,0.0,35.0,0.0,96.8,36158,60624-2020-45,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,121,1583,334.6,4378.0
46,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,1097,17736.0,3033.9,49051.4,0.166,0.101,2.0,37.0,5.5,102.3,36158,60624-2020-46,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,172,1755,475.7,4853.7
47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,1358,19094.0,3755.7,52807.1,0.134,0.103,0.0,37.0,0.0,102.3,36158,60624-2020-47,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,160,1915,442.5,5296.2
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,837,19931.0,2314.8,55122.0,0.142,0.105,5.0,42.0,13.8,116.2,36158,60624-2020-48,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,111,2026,307.0,5603.2
49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,1223,21154.0,3382.4,58504.3,0.12,0.106,4.0,46.0,11.1,127.2,36158,60624-2020-49,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,143,2169,395.5,5998.7
50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,1035,22189.0,2862.4,61366.8,0.127,0.107,5.0,51.0,13.8,141.0,36158,60624-2020-50,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,114,2283,315.3,6314.0
51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,915,23104.0,2530.6,63897.3,0.138,0.108,4.0,55.0,11.1,152.1,36158,60624-2020-51,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,101,2384,279.3,6593.3
52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,736,23840.0,2035.5,65932.9,0.103,0.108,2.0,57.0,5.5,157.6,36158,60624-2020-52,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,71,2455,196.4,6789.6
53,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,740,24580.0,2046.6,67979.4,0.108,0.108,1.0,58.0,2.8,160.4,36158,60624-2020-53,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,70,2525,193.6,6983.2
1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,989,25569.0,2735.2,70714.6,0.091,0.107,1.0,59.0,2.8,163.2,36158,60624-2021-1,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,77,2602,213.0,7196.2
10,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,970,33925.0,2682.7,93824.3,0.044,0.091,1.0,71.0,2.8,196.4,36158,60624-2021-10,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,34,2928,94.0,8097.8
11,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,1144,35069.0,3163.9,96988.2,0.029,0.089,1.0,72.0,2.8,199.1,36158,60624-2021-11,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,30,2958,83.0,8180.8
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,807,35876.0,2231.9,99220.1,0.051,0.088,0.0,72.0,0.0,199.1,36158,60624-2021-12,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,41,2999,113.4,8294.2
2,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,978,26547.0,2704.8,73419.4,0.084,0.106,1.0,60.0,2.8,165.9,36158,60624-2021-2,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,74,2676,204.7,7400.9
3,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,1060,27607.0,2931.6,76351.0,0.052,0.104,1.0,61.0,2.8,168.7,36158,60624-2021-3,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,49,2725,135.5,7536.4
4,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,949,28556.0,2624.6,78975.6,0.038,0.102,2.0,63.0,5.5,174.2,36158,60624-2021-4,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,29,2754,80.2,7616.6
5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,884,29440.0,2444.8,81420.4,0.029,0.1,3.0,66.0,8.3,182.5,36158,60624-2021-5,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,26,2780,71.9,7688.5
6,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,983,30423.0,2718.6,84139.1,0.03,0.097,2.0,68.0,5.5,188.1,36158,60624-2021-6,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,28,2808,77.4,7765.9
7,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,781,31204.0,2160.0,86299.0,0.029,0.096,1.0,69.0,2.8,190.8,36158,60624-2021-7,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,24,2832,66.4,7832.3
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,916,32955.0,2533.3,91141.7,0.036,0.093,0.0,70.0,0.0,193.6,36158,60624-2021-9,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",30,27,21572,736,23,34,2894,94.0,8003.8
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,148,244.0,186.8,307.9,0.142,0.143,0.0,1.0,0.0,1.3,79243,60625-2020-13,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,27,53,34.1,66.9
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,181,425.0,228.4,536.3,0.26,0.193,2.0,3.0,2.5,3.8,79243,60625-2020-14,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,62,115,78.2,145.1
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,273,698.0,344.5,880.8,0.355,0.256,2.0,5.0,2.5,6.3,79243,60625-2020-15,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,117,232,147.6,292.8
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,364,1062.0,459.3,1340.2,0.294,0.269,8.0,13.0,10.1,16.4,79243,60625-2020-16,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,111,343,140.1,432.8
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,479,1541.0,604.5,1944.7,0.309,0.282,12.0,25.0,15.1,31.5,79243,60625-2020-17,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,169,512,213.3,646.1
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,677,2218.0,854.3,2799.0,0.257,0.274,15.0,40.0,18.9,50.5,79243,60625-2020-18,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,250,762,315.5,961.6
19,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,654,2872.0,825.3,3624.3,0.243,0.267,16.0,56.0,20.2,70.7,79243,60625-2020-19,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,170,932,214.5,1176.1
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,827,3699.0,1043.6,4667.9,0.218,0.256,16.0,72.0,20.2,90.9,79243,60625-2020-20,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,158,1090,199.4,1375.5
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,936,4635.0,1181.2,5849.1,0.157,0.236,8.0,80.0,10.1,101.0,79243,60625-2020-21,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,134,1224,169.1,1544.6
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,938,5573.0,1183.7,7032.8,0.126,0.217,3.0,83.0,3.8,104.7,79243,60625-2020-22,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,108,1332,136.3,1680.9
4,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,2251,43976.0,5205.6,101697.4,0.024,0.055,1.0,62.0,2.3,143.4,43242,60660-2021-4,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",14,76,4451,536,16,41,2306,94.8,5332.8
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,795,6368.0,1003.2,8036.0,0.086,0.201,6.0,89.0,7.6,112.3,79243,60625-2020-23,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,53,1385,66.9,1747.8
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,371,2004.0,1836.5,9920.3,0.04,0.094,1.0,12.0,5.0,59.4,20201,60642-2020-25,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,17,185,84.2,915.8
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,405,2409.0,2004.9,11925.2,0.044,0.086,0.0,12.0,0.0,59.4,20201,60642-2020-26,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,17,202,84.2,1000.0
27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,463,2872.0,2292.0,14217.1,0.026,0.076,1.0,13.0,5.0,64.4,20201,60642-2020-27,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,16,218,79.2,1079.2
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,551,3959.0,2727.6,19598.0,0.029,0.064,0.0,13.0,0.0,64.4,20201,60642-2020-29,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,13,254,64.4,1257.4
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,438,4829.0,2168.2,23904.8,0.021,0.057,0.0,13.0,0.0,64.4,20201,60642-2020-31,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,13,274,64.4,1356.4
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,482,5311.0,2386.0,26290.8,0.033,0.054,0.0,13.0,0.0,64.4,20201,60642-2020-32,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,11,285,54.5,1410.8
24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,1160,7528.0,1463.9,9499.9,0.059,0.179,3.0,92.0,3.8,116.1,79243,60625-2020-24,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,71,1456,89.6,1837.4
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,1140,8668.0,1438.6,10938.5,0.053,0.162,4.0,96.0,5.0,121.1,79243,60625-2020-25,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,40,1496,50.5,1887.9
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,1432,10100.0,1807.1,12745.6,0.022,0.142,2.0,98.0,2.5,123.7,79243,60625-2020-26,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,24,1520,30.3,1918.2
27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,1373,11473.0,1732.6,14478.3,0.027,0.129,3.0,101.0,3.8,127.5,79243,60625-2020-27,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,21,1541,26.5,1944.7
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,1432,12905.0,1807.1,16285.4,0.022,0.117,1.0,102.0,1.3,128.7,79243,60625-2020-28,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,38,1579,48.0,1992.6
30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,1385,15716.0,1747.8,19832.7,0.036,0.102,0.0,102.0,0.0,128.7,79243,60625-2020-30,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,53,1673,66.9,2111.2
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,1324,17040.0,1670.8,21503.5,0.042,0.097,1.0,103.0,1.3,130.0,79243,60625-2020-31,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,53,1726,66.9,2178.1
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-34,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,15,514,34.9,1194.8
35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-35,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,19,533,44.2,1239.0
36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-36,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,11,544,25.6,1264.6
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-37,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,18,562,41.8,1306.4
38,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-38,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,14,576,32.5,1338.9
39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,12.0,0.0,27.9,43019,60707-2020-39,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,10,586,23.2,1362.2
40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,1.0,13.0,2.3,30.2,43019,60707-2020-40,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,24,610,55.8,1418.0
41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,13.0,0.0,30.2,43019,60707-2020-41,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,27,637,62.8,1480.7
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,0,4389.0,0.0,10202.5,0.0,0.123,0.0,13.0,0.0,30.2,43019,60707-2020-42,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,45,682,104.6,1585.3
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,1287,18327.0,1624.1,23127.6,0.041,0.093,1.0,104.0,1.3,131.2,79243,60625-2020-32,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,48,1774,60.6,2238.7
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1530,19857.0,1930.8,25058.4,0.031,0.088,2.0,106.0,2.5,133.8,79243,60625-2020-33,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,51,1825,64.4,2303.0
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,1507,21364.0,1901.7,26960.1,0.056,0.086,1.0,107.0,1.3,135.0,79243,60625-2020-34,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,90,1915,113.6,2416.6
35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,1621,22985.0,2045.6,29005.7,0.05,0.084,1.0,108.0,1.3,136.3,79243,60625-2020-35,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,74,1989,93.4,2510.0
36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,1472,24457.0,1857.6,30863.3,0.041,0.081,2.0,110.0,2.5,138.8,79243,60625-2020-36,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,57,2046,71.9,2581.9
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,1120,25577.0,1413.4,32276.7,0.05,0.08,0.0,110.0,0.0,138.8,79243,60625-2020-37,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,53,2099,66.9,2648.8
38,2020-09-13T00:00:00.000,2020-09-19T00:00:00.000,1315,26892.0,1659.5,33936.1,0.047,0.078,2.0,112.0,2.5,141.3,79243,60625-2020-38,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,56,2155,70.7,2719.5
39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,1416,28308.0,1786.9,35723.0,0.037,0.076,1.0,113.0,1.3,142.6,79243,60625-2020-39,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,55,2210,69.4,2788.9
40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,1518,29826.0,1915.6,37638.7,0.038,0.074,1.0,114.0,1.3,143.9,79243,60625-2020-40,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,59,2269,74.5,2863.3
41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,2131,31957.0,2689.2,40327.9,0.052,0.073,0.0,114.0,0.0,143.9,79243,60625-2020-41,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,125,2394,157.7,3021.1
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,2246,34203.0,2834.3,43162.2,0.053,0.071,1.0,115.0,1.3,145.1,79243,60625-2020-42,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,111,2505,140.1,3161.2
43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,2693,36896.0,3398.4,46560.6,0.059,0.07,2.0,117.0,2.5,147.6,79243,60625-2020-43,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,156,2661,196.9,3358.0
44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,2633,39529.0,3322.7,49883.3,0.092,0.072,1.0,118.0,1.3,148.9,79243,60625-2020-44,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,252,2913,318.0,3676.0
45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,3009,42538.0,3797.2,53680.5,0.118,0.075,0.0,118.0,0.0,148.9,79243,60625-2020-45,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,330,3243,416.4,4092.5
46,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,3161,45699.0,3989.0,57669.4,0.118,0.078,0.0,118.0,0.0,148.9,79243,60625-2020-46,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,368,3611,464.4,4556.9
47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,3570,49269.0,4505.1,62174.6,0.089,0.079,5.0,123.0,6.3,155.2,79243,60625-2020-47,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,276,3887,348.3,4905.2
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,2773,52042.0,3499.4,65673.9,0.082,0.079,0.0,123.0,0.0,155.2,79243,60625-2020-48,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,228,4115,287.7,5192.9
49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,2721,54763.0,3433.7,69107.7,0.114,0.081,4.0,127.0,5.0,160.3,79243,60625-2020-49,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,299,4414,377.3,5570.2
5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2021-5,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,3038,57801.0,3833.8,72941.5,0.105,0.082,8.0,135.0,10.1,170.4,79243,60625-2020-50,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,285,4699,359.7,5929.9
51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,3258,61059.0,4111.4,77052.9,0.082,0.082,6.0,141.0,7.6,177.9,79243,60625-2020-51,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,247,4946,311.7,6241.6
52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,2736,63795.0,3452.7,80505.5,0.083,0.082,8.0,149.0,10.1,188.0,79243,60625-2020-52,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,188,5134,237.2,6478.8
53,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,2524,66319.0,3185.1,83690.7,0.084,0.082,6.0,155.0,7.6,195.6,79243,60625-2020-53,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,199,5333,251.1,6729.9
1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,3034,69353.0,3828.7,87519.4,0.072,0.082,3.0,158.0,3.8,199.4,79243,60625-2021-1,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,194,5527,244.8,6974.7
10,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,2507,92179.0,3163.7,116324.5,0.025,0.071,0.0,181.0,0.0,228.4,79243,60625-2021-10,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,62,6299,78.2,7949.0
11,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,2479,94658.0,3128.4,119452.8,0.032,0.07,2.0,183.0,2.5,230.9,79243,60625-2021-11,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",20,6,21849,620,24,72,6371,90.9,8039.8
